,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,AgeBin
364,Masters,2017,Bangalore,1,26,Female,No,4,1,"(25, 30]"
365,Bachelors,2017,New Delhi,1,28,Female,No,2,0,"(25, 30]"
366,Bachelors,2015,Bangalore,3,24,Male,No,2,0,"(20, 25]"
367,Masters,2015,Pune,2,25,Female,No,3,1,"(20, 25]"
368,Bachelors,2014,Bangalore,3,25,Female,No,3,0,"(20, 25]"
369,Bachelors,2014,Bangalore,3,28,Male,No,2,0,"(25, 30]"
370,Bachelors,2017,Bangalore,3,28,Male,No,3,0,"(25, 30]"
371,Masters,2015,New Delhi,1,27,Male,No,5,0,"(25, 30]"
372,Bachelors,2014,Pune,1,26,Female,No,4,1,"(25, 30]"
373,Masters,2018,Bangalore,3,25,Male,Yes,3,1,"(20, 25]"
374,Bachelors,2016,Bangalore,3,28,Female,No,3,0,"(25, 30]"
375,Bachelors,2018,New Delhi,3,26,Female,Yes,4,1,"(25, 30]"
376,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
377,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
378,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
379,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
380,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
381,Bachelors,2015,Pune,2,25,Female,No,3,1,"(20, 25]"
382,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
383,Bachelors,2015,Bangalore,3,28,Male,No,3,0,"(25, 30]"
384,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
385,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"(20, 25]"
386,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
387,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1,"(25, 30]"
388,Bachelors,2015,Pune,3,28,Male,No,2,0,"(25, 30]"
389,Bachelors,2014,New Delhi,2,24,Female,No,2,1,"(20, 25]"
390,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"(20, 25]"
391,Bachelors,2018,Bangalore,3,28,Male,Yes,3,1,"(25, 30]"
392,Bachelors,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
393,Bachelors,2014,Pune,2,26,Male,No,4,0,"(25, 30]"
394,Bachelors,2016,Bangalore,3,25,Male,No,3,1,"(20, 25]"
395,PHD,2013,Bangalore,3,25,Male,No,3,0,"(20, 25]"
396,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
397,Bachelors,2017,New Delhi,2,28,Female,No,1,0,"(25, 30]"
398,Bachelors,2015,Pune,1,26,Female,No,4,1,"(25, 30]"
399,Masters,2017,New Delhi,3,26,Male,Yes,4,1,"(25, 30]"
400,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
401,Bachelors,2012,New Delhi,3,24,Female,No,2,0,"(20, 25]"
402,Bachelors,2017,New Delhi,2,24,Male,No,2,0,"(20, 25]"
403,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
404,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
405,Bachelors,2015,Bangalore,3,24,Male,No,2,0,"(20, 25]"
406,Masters,2014,Pune,3,25,Male,No,3,0,"(20, 25]"
407,Bachelors,2015,Bangalore,3,28,Male,No,2,0,"(25, 30]"
408,Bachelors,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
409,Bachelors,2016,Bangalore,3,26,Female,No,4,0,"(25, 30]"
410,Bachelors,2015,Pune,2,25,Female,Yes,3,1,"(20, 25]"
411,Masters,2013,New Delhi,2,25,Male,No,3,1,"(20, 25]"
412,Bachelors,2017,Pune,3,25,Male,No,3,0,"(20, 25]"
413,Bachelors,2015,Pune,2,26,Female,Yes,4,1,"(25, 30]"
414,Masters,2015,Bangalore,2,26,Female,No,4,1,"(25, 30]"
415,Bachelors,2012,Pune,3,27,Female,No,5,0,"(25, 30]"
416,Masters,2017,New Delhi,3,28,Male,Yes,2,0,"(25, 30]"
417,Bachelors,2016,Pune,3,25,Male,No,3,0,"(20, 25]"
418,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
419,Bachelors,2016,Pune,3,28,Male,No,1,0,"(25, 30]"
420,Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,"(25, 30]"
421,Bachelors,2015,New Delhi,3,26,Male,No,4,0,"(25, 30]"
422,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
423,Bachelors,2017,Pune,2,27,Male,No,5,0,"(25, 30]"
424,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
425,PHD,2018,New Delhi,3,25,Male,No,3,1,"(20, 25]"
426,Bachelors,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
427,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
428,Masters,2017,Pune,2,24,Female,No,2,1,"(20, 25]"
429,PHD,2016,New Delhi,2,28,Male,No,3,1,"(25, 30]"
430,Masters,2014,New Delhi,3,26,Male,No,4,1,"(25, 30]"
431,Masters,2017,New Delhi,2,27,Male,Yes,5,1,"(25, 30]"
432,PHD,2013,New Delhi,3,27,Male,No,5,0,"(25, 30]"
433,Masters,2014,New Delhi,3,28,Female,No,1,0,"(25, 30]"
434,Bachelors,2017,Pune,3,27,Male,No,5,0,"(25, 30]"
435,Bachelors,2015,Pune,3,26,Female,Yes,4,1,"(25, 30]"
436,Masters,2014,Bangalore,3,26,Male,No,4,1,"(25, 30]"
437,Masters,2012,Pune,3,27,Male,No,5,0,"(25, 30]"
438,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
439,Masters,2017,Pune,2,27,Male,No,5,1,"(25, 30]"
440,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
441,Bachelors,2016,Bangalore,3,25,Male,No,3,1,"(20, 25]"
442,Bachelors,2016,Pune,3,27,Male,Yes,5,0,"(25, 30]"
443,Bachelors,2014,Pune,3,25,Male,No,3,0,"(20, 25]"
444,Bachelors,2017,Bangalore,3,28,Male,No,1,0,"(25, 30]"
445,Masters,2012,Pune,3,24,Male,No,2,0,"(20, 25]"
446,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"(20, 25]"
447,Bachelors,2013,Pune,2,25,Male,No,3,1,"(20, 25]"
448,Bachelors,2012,Pune,3,27,Male,No,5,0,"(25, 30]"
449,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
450,Bachelors,2013,Pune,3,26,Male,No,4,0,"(25, 30]"
451,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
452,Bachelors,2014,Bangalore,3,25,Female,No,3,0,"(20, 25]"
453,Bachelors,2015,New Delhi,3,25,Male,No,3,0,"(20, 25]"
454,PHD,2012,Pune,3,24,Male,No,2,0,"(20, 25]"
455,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
456,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
457,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
458,Masters,2015,New Delhi,3,24,Female,No,2,0,"(20, 25]"
459,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
460,Bachelors,2013,Pune,3,24,Male,No,2,0,"(20, 25]"
461,Masters,2017,New Delhi,3,24,Male,No,2,1,"(20, 25]"
462,Bachelors,2014,Bangalore,1,25,Male,Yes,3,0,"(20, 25]"
463,Bachelors,2018,Bangalore,3,28,Male,No,1,1,"(25, 30]"
464,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
465,Masters,2013,Bangalore,3,28,Female,Yes,2,1,"(25, 30]"
466,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,"(25, 30]"
467,Masters,2018,New Delhi,1,24,Male,Yes,2,1,"(20, 25]"
468,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
469,PHD,2013,New Delhi,2,27,Female,No,5,0,"(25, 30]"
470,Masters,2018,New Delhi,3,28,Male,Yes,2,1,"(25, 30]"
471,Bachelors,2014,Bangalore,3,28,Male,No,3,1,"(25, 30]"
472,Bachelors,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
473,Bachelors,2013,New Delhi,3,24,Female,No,2,1,"(20, 25]"
474,Bachelors,2015,Pune,2,28,Female,No,1,1,"(25, 30]"
475,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
476,Bachelors,2017,New Delhi,2,28,Female,No,3,0,"(25, 30]"
477,Masters,2012,Pune,3,27,Female,No,5,1,"(25, 30]"
478,Masters,2017,Pune,3,25,Female,Yes,3,1,"(20, 25]"
479,Masters,2013,New Delhi,2,25,Male,No,3,1,"(20, 25]"
480,Masters,2017,New Delhi,2,27,Male,No,5,1,"(25, 30]"
481,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
482,Bachelors,2016,Pune,2,24,Female,No,2,1,"(20, 25]"
483,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
484,Bachelors,2012,Bangalore,3,24,Male,No,2,1,"(20, 25]"
485,Masters,2017,Pune,2,24,Male,No,2,0,"(20, 25]"
486,Bachelors,2015,Pune,2,25,Female,Yes,3,1,"(20, 25]"
487,Bachelors,2015,New Delhi,3,26,Female,Yes,4,0,"(25, 30]"
488,Bachelors,2013,Pune,2,24,Male,Yes,2,1,"(20, 25]"
489,Bachelors,2013,Pune,3,25,Male,No,3,0,"(20, 25]"
490,PHD,2015,New Delhi,2,28,Female,No,1,0,"(25, 30]"
491,Bachelors,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
492,Bachelors,2017,Bangalore,3,24,Female,No,2,0,"(20, 25]"
493,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
494,Bachelors,2017,Bangalore,3,25,Female,No,3,0,"(20, 25]"
495,Masters,2014,New Delhi,3,27,Male,No,5,0,"(25, 30]"
496,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
497,Bachelors,2016,Bangalore,3,28,Female,No,3,0,"(25, 30]"
498,Bachelors,2018,Pune,3,25,Male,No,3,1,"(20, 25]"
499,Bachelors,2013,Bangalore,3,26,Male,Yes,4,1,"(25, 30]"
500,Bachelors,2015,New Delhi,3,25,Male,No,3,1,"(20, 25]"
501,Bachelors,2017,New Delhi,2,25,Female,No,3,1,"(20, 25]"
502,Bachelors,2012,Bangalore,3,25,Male,Yes,3,0,"(20, 25]"
503,Bachelors,2014,New Delhi,3,28,Female,No,2,0,"(25, 30]"
504,Bachelors,2017,New Delhi,2,27,Female,No,5,0,"(25, 30]"
505,Bachelors,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
506,Masters,2014,New Delhi,3,28,Male,No,2,0,"(25, 30]"
507,Bachelors,2013,Bangalore,3,27,Male,No,5,1,"(25, 30]"
508,Masters,2017,Pune,3,25,Male,No,3,1,"(20, 25]"
509,Bachelors,2018,Bangalore,3,28,Male,No,2,1,"(25, 30]"
510,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
511,Bachelors,2012,Bangalore,3,24,Male,Yes,2,0,"(20, 25]"
512,Bachelors,2015,Bangalore,3,28,Female,No,1,0,"(25, 30]"
513,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
514,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
515,Bachelors,2016,New Delhi,3,24,Female,No,2,0,"(20, 25]"
516,Bachelors,2012,Bangalore,3,25,Female,No,3,0,"(20, 25]"
517,Bachelors,2012,Pune,3,28,Male,No,3,0,"(25, 30]"
518,Bachelors,2018,Pune,3,25,Male,Yes,3,1,"(20, 25]"
519,Bachelors,2014,Bangalore,3,27,Male,No,5,1,"(25, 30]"
520,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
521,Masters,2015,Pune,2,24,Female,No,2,0,"(20, 25]"
522,Masters,2014,Bangalore,3,24,Female,No,2,1,"(20, 25]"
523,Bachelors,2013,Bangalore,3,25,Male,No,3,0,"(20, 25]"
524,Masters,2017,New Delhi,3,24,Male,No,2,0,"(20, 25]"
525,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
526,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
527,Bachelors,2017,New Delhi,2,28,Male,No,3,0,"(25, 30]"
528,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
529,PHD,2014,New Delhi,3,24,Male,No,2,0,"(20, 25]"
530,Masters,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
531,Masters,2018,New Delhi,3,25,Male,No,3,1,"(20, 25]"
532,Bachelors,2014,Bangalore,3,28,Male,No,3,1,"(25, 30]"
533,Bachelors,2014,Bangalore,3,25,Male,No,3,1,"(20, 25]"
534,Bachelors,2018,New Delhi,3,28,Female,No,3,1,"(25, 30]"
535,Masters,2017,New Delhi,2,25,Male,Yes,3,1,"(20, 25]"
536,Masters,2013,New Delhi,3,28,Male,No,2,0,"(25, 30]"
537,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,"(25, 30]"
538,Masters,2017,New Delhi,2,25,Female,No,3,1,"(20, 25]"
539,Masters,2013,New Delhi,3,25,Female,No,3,0,"(20, 25]"
540,Bachelors,2016,Bangalore,3,25,Male,No,3,0,"(20, 25]"
541,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"(20, 25]"
542,Masters,2017,New Delhi,2,26,Male,Yes,4,1,"(25, 30]"
543,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"(20, 25]"
544,Bachelors,2013,Bangalore,3,28,Male,No,2,0,"(25, 30]"
545,Masters,2015,Pune,3,28,Female,Yes,2,0,"(25, 30]"
546,Bachelors,2015,Pune,2,27,Female,Yes,5,1,"(25, 30]"
547,Masters,2014,Pune,2,27,Female,No,5,0,"(25, 30]"
548,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
549,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
550,Masters,2015,Pune,1,27,Female,No,5,0,"(25, 30]"
551,Bachelors,2013,Bangalore,1,28,Male,No,3,1,"(25, 30]"
552,Bachelors,2012,Pune,2,26,Female,No,4,1,"(25, 30]"
553,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
554,Masters,2017,New Delhi,2,25,Male,No,3,0,"(20, 25]"
555,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
556,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"(20, 25]"
557,Bachelors,2017,New Delhi,3,26,Male,No,4,0,"(25, 30]"
558,Bachelors,2014,Bangalore,3,28,Female,No,1,1,"(25, 30]"
559,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
560,Bachelors,2015,Pune,2,28,Female,No,3,1,"(25, 30]"
561,Bachelors,2017,Bangalore,3,24,Female,No,2,0,"(20, 25]"
562,Bachelors,2016,Bangalore,3,27,Female,No,5,1,"(25, 30]"
563,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
564,Masters,2018,Pune,3,25,Male,No,3,1,"(20, 25]"
565,Bachelors,2015,Pune,3,26,Male,No,4,0,"(25, 30]"
566,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
567,PHD,2017,New Delhi,3,27,Male,No,5,0,"(25, 30]"
568,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
569,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
570,Bachelors,2017,New Delhi,3,28,Female,No,2,0,"(25, 30]"
571,Bachelors,2014,Pune,3,25,Female,No,3,0,"(20, 25]"
572,Bachelors,2013,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
573,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
574,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
575,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
576,Bachelors,2017,Pune,2,25,Female,No,3,1,"(20, 25]"
577,Bachelors,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
578,Bachelors,2015,Pune,3,28,Male,No,3,0,"(25, 30]"
579,Masters,2017,Pune,2,26,Male,No,4,1,"(25, 30]"
580,Masters,2015,New Delhi,3,28,Female,Yes,2,0,"(25, 30]"
581,Bachelors,2012,New Delhi,2,25,Male,No,3,1,"(20, 25]"
582,Bachelors,2016,Bangalore,3,25,Female,No,3,0,"(20, 25]"
583,Masters,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
584,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
585,Bachelors,2014,Bangalore,3,25,Male,No,3,1,"(20, 25]"
586,PHD,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
587,Bachelors,2016,Pune,3,26,Male,No,4,0,"(25, 30]"
588,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
589,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
590,Masters,2012,Pune,2,26,Female,No,4,0,"(25, 30]"
591,Masters,2016,New Delhi,3,27,Male,No,5,1,"(25, 30]"
592,PHD,2017,Bangalore,3,28,Male,No,1,0,"(25, 30]"
593,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
594,Bachelors,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
595,Bachelors,2018,Bangalore,1,27,Male,No,5,0,"(25, 30]"
596,Bachelors,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
597,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
598,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
599,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
600,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
601,Bachelors,2013,Bangalore,3,25,Male,No,3,0,"(20, 25]"
602,Bachelors,2013,Bangalore,3,28,Male,No,1,0,"(25, 30]"
603,Bachelors,2018,Bangalore,3,28,Female,No,3,1,"(25, 30]"
604,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
605,Masters,2015,Pune,2,28,Female,No,3,0,"(25, 30]"
606,Masters,2015,New Delhi,3,24,Female,No,2,1,"(20, 25]"
607,Bachelors,2017,New Delhi,3,24,Male,No,2,0,"(20, 25]"
608,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
609,Masters,2013,Pune,3,28,Male,No,2,1,"(25, 30]"
610,Bachelors,2017,Pune,3,27,Female,No,5,1,"(25, 30]"
611,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
612,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
613,Bachelors,2014,Pune,1,26,Female,No,4,1,"(25, 30]"
614,Bachelors,2015,Pune,3,28,Male,No,3,0,"(25, 30]"
615,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
616,Bachelors,2017,New Delhi,2,26,Male,No,4,0,"(25, 30]"
617,Masters,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
618,Bachelors,2016,Bangalore,3,26,Male,No,4,1,"(25, 30]"
619,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,"(25, 30]"
620,Bachelors,2014,Bangalore,3,28,Male,No,3,1,"(25, 30]"
621,Bachelors,2014,New Delhi,3,28,Female,No,3,0,"(25, 30]"
622,Bachelors,2014,Pune,3,25,Female,No,3,1,"(20, 25]"
623,Bachelors,2016,Pune,3,28,Male,No,3,0,"(25, 30]"
624,Masters,2017,Bangalore,3,27,Male,No,5,1,"(25, 30]"
625,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
626,Bachelors,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
627,Bachelors,2012,Pune,3,28,Male,No,3,0,"(25, 30]"
628,Masters,2017,Pune,3,26,Male,No,4,1,"(25, 30]"
629,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,"(20, 25]"
630,Bachelors,2015,Pune,2,28,Female,No,2,1,"(25, 30]"
631,PHD,2013,Bangalore,1,26,Male,No,4,0,"(25, 30]"
632,Masters,2012,Pune,3,27,Male,No,5,1,"(25, 30]"
633,Bachelors,2016,Bangalore,1,28,Male,No,2,0,"(25, 30]"
634,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
635,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
636,Masters,2017,New Delhi,2,24,Female,Yes,2,1,"(20, 25]"
637,Bachelors,2015,Bangalore,1,25,Female,Yes,3,0,"(20, 25]"
638,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
639,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
640,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
641,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
642,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
643,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
644,Masters,2016,New Delhi,3,25,Female,No,3,1,"(20, 25]"
645,Masters,2018,New Delhi,3,26,Male,No,4,1,"(25, 30]"
646,Bachelors,2018,Bangalore,3,24,Female,No,2,1,"(20, 25]"
647,Bachelors,2017,New Delhi,2,28,Male,No,3,0,"(25, 30]"
648,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
649,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
650,Bachelors,2016,Bangalore,3,25,Male,No,3,0,"(20, 25]"
651,Bachelors,2013,Pune,3,25,Male,No,3,0,"(20, 25]"
652,Bachelors,2015,Pune,3,25,Female,No,3,1,"(20, 25]"
653,Bachelors,2014,Bangalore,3,28,Female,No,3,0,"(25, 30]"
654,Bachelors,2015,Pune,3,24,Male,No,2,0,"(20, 25]"
655,Bachelors,2016,Bangalore,3,26,Female,No,4,0,"(25, 30]"
656,Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,"(20, 25]"
657,Masters,2017,Pune,2,28,Female,No,1,0,"(25, 30]"
658,Bachelors,2014,Pune,2,25,Female,No,3,1,"(20, 25]"
659,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
660,Bachelors,2016,Bangalore,3,28,Female,No,3,0,"(25, 30]"
661,Bachelors,2014,Bangalore,3,28,Female,No,2,0,"(25, 30]"
662,Masters,2017,New Delhi,2,28,Male,No,2,0,"(25, 30]"
663,Bachelors,2017,New Delhi,2,24,Female,No,2,0,"(20, 25]"
664,PHD,2013,New Delhi,2,25,Male,No,3,1,"(20, 25]"
665,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
666,Bachelors,2017,Bangalore,3,26,Female,No,4,0,"(25, 30]"
667,Bachelors,2015,Bangalore,1,25,Male,No,3,0,"(20, 25]"
668,Bachelors,2016,Bangalore,3,26,Female,No,4,0,"(25, 30]"
669,PHD,2014,New Delhi,3,28,Male,No,2,1,"(25, 30]"
670,Masters,2018,New Delhi,3,27,Female,No,5,1,"(25, 30]"
671,Bachelors,2016,New Delhi,3,27,Female,No,5,0,"(25, 30]"
672,Masters,2017,New Delhi,2,25,Male,No,3,1,"(20, 25]"
673,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
674,Bachelors,2016,New Delhi,3,27,Female,Yes,5,0,"(25, 30]"
675,Bachelors,2017,Pune,2,25,Female,No,3,1,"(20, 25]"
676,Bachelors,2018,Pune,3,28,Female,No,1,1,"(25, 30]"
677,Bachelors,2014,Bangalore,3,25,Female,No,3,1,"(20, 25]"
678,Bachelors,2018,Pune,3,28,Male,No,1,1,"(25, 30]"
679,Bachelors,2017,Bangalore,1,26,Female,No,4,0,"(25, 30]"
680,Bachelors,2013,Bangalore,3,24,Male,No,2,1,"(20, 25]"
681,Bachelors,2012,New Delhi,3,26,Female,No,4,0,"(25, 30]"
682,Bachelors,2012,Pune,3,25,Male,No,3,0,"(20, 25]"
683,Masters,2013,New Delhi,2,24,Male,No,2,1,"(20, 25]"
684,Bachelors,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
685,Bachelors,2016,New Delhi,3,28,Female,No,2,0,"(25, 30]"
686,Bachelors,2016,Pune,3,26,Male,No,4,0,"(25, 30]"
687,Masters,2014,New Delhi,3,24,Male,No,2,0,"(20, 25]"
688,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
689,Bachelors,2014,Pune,2,26,Female,No,4,1,"(25, 30]"
690,Bachelors,2014,Pune,3,25,Male,No,3,0,"(20, 25]"
691,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
692,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
693,Bachelors,2015,Bangalore,3,25,Female,No,3,1,"(20, 25]"
694,Bachelors,2016,Pune,3,26,Male,No,4,0,"(25, 30]"
695,Bachelors,2015,Pune,2,27,Female,No,5,1,"(25, 30]"
696,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
697,Masters,2017,Pune,2,26,Female,No,4,0,"(25, 30]"
698,Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,"(25, 30]"
699,Masters,2017,Pune,1,24,Male,No,2,0,"(20, 25]"
700,Masters,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
701,Bachelors,2015,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
702,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
703,Masters,2017,Pune,2,24,Male,No,2,1,"(20, 25]"
704,Bachelors,2017,Bangalore,3,26,Female,No,4,0,"(25, 30]"
705,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
706,Bachelors,2015,Bangalore,3,28,Male,Yes,1,1,"(25, 30]"
707,Masters,2017,New Delhi,2,24,Male,No,2,0,"(20, 25]"
708,Bachelors,2013,Pune,2,25,Female,No,3,1,"(20, 25]"
709,Masters,2013,Bangalore,3,27,Male,No,5,1,"(25, 30]"
710,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
711,Bachelors,2015,New Delhi,2,28,Female,Yes,2,1,"(25, 30]"
712,Bachelors,2014,Pune,2,24,Female,No,2,1,"(20, 25]"
713,Bachelors,2016,Pune,2,27,Female,No,5,1,"(25, 30]"
714,Bachelors,2017,Bangalore,3,27,Female,No,5,0,"(25, 30]"
715,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
716,Bachelors,2015,Pune,2,27,Male,No,5,0,"(25, 30]"
717,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
718,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,"(25, 30]"
719,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
720,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
721,Bachelors,2013,New Delhi,2,24,Female,No,2,1,"(20, 25]"
722,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
723,Bachelors,2015,Pune,2,28,Female,Yes,2,1,"(25, 30]"
724,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
725,Bachelors,2016,Bangalore,3,24,Female,No,2,0,"(20, 25]"
726,Masters,2017,Pune,3,24,Male,No,2,1,"(20, 25]"
727,Masters,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
